Antecedent (If Condition),Consequent (Output)
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = VeryOld,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Young,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Mid,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Old,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Mid,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = VeryOld,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Mid,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Old,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Young,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = VeryOld,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Young,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = VeryOld,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Mid,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Young,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = VeryOld,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Old,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = VeryOld,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = VeryOld,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Old,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Mid,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Old,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Mid,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Young,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = VeryOld,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = VeryOld,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = Young,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = VeryOld,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Old,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Mid,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = VeryHealthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Young,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = VeryOld,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Young,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = VeryOld,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Old,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Young,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = VeryOld,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Old,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Mid,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Young,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Old,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Mid,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = High AND Age = Young,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = VeryOld,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Old,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = VeryOld,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Old,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Mid,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Old,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = High AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = VeryOld,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Low AND HeartRate = High AND BloodPressure = VeryHigh AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = VeryOld,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Old,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Mid,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = High AND Age = Young,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = VeryOld,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Old,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Mid,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = VeryOld,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Old,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Mid,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = VeryHealthy AND BloodPressure = VeryHigh AND Age = Young,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = VeryOld,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Old,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Mid,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = High AND Age = Young,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = VeryOld,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Mid,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = Normal AND Age = Young,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = VeryOld,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Old,MediumRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Mid,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = Healthy AND BloodPressure = VeryHigh AND Age = Young,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = VeryOld,HighRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = Old,LowRisk
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = Mid,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = High AND Age = Young,Healthy
ChestPain = Atypical AND HbA1c = VeryHealthy AND LDL = Healthy AND HDL = Healthy AND HeartRate = High AND BloodPressure = Normal AND Age = VeryOld,LowRisk
